Plant Name,Latitude,Longitude,Capacity Factor,Nameplate Capacity,State,Balancing Authority Name
Selmer Farm LLC,35.149722,-88.555278,0.18526,15.8,TN,Tennessee Valley Authority
Selmer I,35.140556,-88.551111,0.21069,16,TN,Tennessee Valley Authority
Selmer II,35.166111,-88.646667,0.22168,8,TN,Tennessee Valley Authority
Seminole,31.065112,-84.931702,0.18814,1.6,GA,"Southern Company Services, Inc. - Trans"
SEPV 1,34.618861,-117.939444,0.30291,2,CA,California Independent System Operator
SEPV 18,34.613602,-117.93439,0.32409,2,CA,California Independent System Operator
SEPV 2,34.174167,-116.152778,0.28419,2,CA,California Independent System Operator
SEPV 8,34.171944,-116.1525,0.32389,12,CA,California Independent System Operator
SEPV Imperial Dixieland East,32.792038,-115.773448,0.3238,2,CA,Imperial Irrigation District
SEPV Imperial Dixieland West,32.79411,-115.779317,0.34346,3,CA,Imperial Irrigation District
SEPV Mojave West,35.022903,-118.282694,0.32672,20,CA,California Independent System Operator
SEPV Palmdale East,34.613056,-117.938889,0.30844,10,CA,California Independent System Operator
SEPV9 Power Plant,34.192222,-116.090278,0.31208,9,CA,California Independent System Operator
SEV NM Phase 2,33.351111,-104.506944,0.23231,2,NM,Southwest Power Pool
Seville 1,33.1125,-116.0139,0.29918,20,CA,Imperial Irrigation District
Seville 2,33.1101,-116.0059,0.3397,30,CA,Imperial Irrigation District
SFDK Solar,38.132245,-122.231965,,6.3,CA,California Independent System Operator
Shadow Solar,35.213056,-81.832222,,3,NC,Duke Energy Carolinas
Shaffer,42.594167,-71.249444,0.15847,5,MA,ISO New England Inc.
Shafter Solar LLC,35.393333,-119.127778,0.29703,20,CA,California Independent System Operator
Shakopee Met Council WTP,44.796611,-93.436971,0.16526,1.3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Shankle Solar Center LLC,34.943889,-79.195833,0.20255,4.8,NC,Duke Energy Progress East
Shannon Farm,34.8475,-79.128889,0.19436,5,NC,Duke Energy Progress East
Sharon Springs,42.775105,-74.567145,0.1266,2,NY,New York Independent System Operator
Sharon Station,40.182623,-74.539003,0.16358,2.7,NJ,"PJM Interconnection, LLC"
Shasta Solar Farm,41.031389,-121.4225,0.26427,3,CA,California Independent System Operator
"Shaw Creek Solar, LLC",33.674689,-81.754444,,74.9,SC,South Carolina Electric & Gas Company
Shawboro PV1,36.433333,-76.087222,0.21658,20,NC,"PJM Interconnection, LLC"
Sheep Solar,44.826,-122.949,0.20387,2.2,OR,Portland General Electric Company
"Shelby Randolph Road Solar 1, LLC",35.309229,-81.588436,0.19857,2,NC,Duke Energy Carolinas
Shelby Solar Energy Generation Facility,35.2536,-81.5956,0.19304,1,NC,Duke Energy Carolinas
Sheldon Solar,44.910556,-72.979444,0.11837,2.3,VT,ISO New England Inc.
Shelter Creek Condominiums Solar,37.61909,-122.4289,,2.5,CA,California Independent System Operator
Shelter Solar,34.983772,-79.268026,0.00068,5,NC,Duke Energy Carolinas
Shem Solar,34.757347,-80.648572,,2,SC,Duke Energy Carolinas
Sherburne Community Solar,45.438123,-94.044166,0.12865,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Sherburne North Project CSG,45.4978,-94.1143,0.04594,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Shiloh Hwy Solar,36.27,-76.033,,5,NC,"PJM Interconnection, LLC"
Shining Sun Solar,33.5425,-80.572194,,40,SC,South Carolina Public Service Authority
Shirley Landfill,42.54171,-71.67636,0.1597,1,MA,ISO New England Inc.
Shirley Water,42.554584,-71.62348,0.07586,2,MA,ISO New England Inc.
"Shoe Creek Solar, LLC",34.84492,-79.38472,0.20976,65,NC,Duke Energy Carolinas
Shore Point Solar,40.245,-74.243333,0.13573,1,NJ,"PJM Interconnection, LLC"
Shoreham Solar Commons,40.934411,-72.888511,0.10277,24.9,NY,New York Independent System Operator
Shorthorn Holdings,34.680287,-79.54074,,15.4,SC,Duke Energy Carolinas
Shorthorn Solar,34.246975,-80.157819,,60.5,SC,Duke Energy Progress East
Shrewsbury Solar,42.266111,-71.695833,0.18018,2.5,MA,ISO New England Inc.
Shuman Solar,42.114918,-71.066039,0.1112,2.2,MA,ISO New England Inc.
"SID Solar I, LLC",35.258647,-81.505606,0.19283,5,NC,Duke Energy Carolinas
Sierra Solar Greenworks,34.703611,-118.334167,0.25707,20,CA,California Independent System Operator
Sierra SunTower Solar Gen Station,34.7306,-118.135,,7.5,CA,California Independent System Operator
Sigmon Catawba Farm,35.612222,-81.243333,0.18322,5,NC,Duke Energy Carolinas
Signature Solar,35.457984,-78.204622,,5,NC,Duke Energy Carolinas
Sigurd Solar LLC,38.850544,-112.005212,,80,UT,PacifiCorp - East
"Siler 421 Farm, LLC",35.747372,-79.449675,0.22144,5,NC,Duke Energy Progress East
Silver City WWTP PV Project,32.713889,-108.248056,0.20662,1,NM,Public Service Company of New Mexico
Silver Lake Solar Farm,40.494804,-74.399511,0.15646,1.7,NJ,"PJM Interconnection, LLC"
Silver Lake Solar Photovoltaic Facility,42.4525,-73.2403,0.12494,1.8,MA,ISO New England Inc.
Silver State Solar Power North,35.793056,-115.35028,0.25916,52,NV,Nevada Power Company
Silver State Solar Power South,35.63,-115.32,0.32461,250,NV,California Independent System Operator
Silverton Solar,45.014,-122.807,0.1978,2.2,OR,Portland General Electric Company
Silvi Gibraltar Rock,40.450916,-74.717077,0.17183,2.5,NJ,"PJM Interconnection, LLC"
Simcoe Solar,43.288439,-115.955371,0.28084,20,ID,Idaho Power Company
Simon Solar Farm LLC,33.678056,-83.675833,0.17317,30,GA,"Southern Company Services, Inc. - Trans"
Simons Farm,36.306389,-76.997222,0.21605,5,NC,"PJM Interconnection, LLC"
SJA Solar LLC-Solterra Monastery CSG,42.283439,-72.008468,0.12524,20.1,MA,ISO New England Inc.
Skidmore College,43.093682,-73.81132,0.13413,2,NY,New York Independent System Operator
Skillman,40.574444,-74.648056,0.03171,2.7,NJ,"PJM Interconnection, LLC"
Skipjack Solar Center,37.437106,-77.158736,,175,VA,"PJM Interconnection, LLC"
Skylark,40.577889,-104.894792,0.26241,4,CO,Western Area Power Administration - Rocky Mountain Region
SL Babylon,40.730844,-73.375833,0.17092,9,NY,New York Independent System Operator
Slayton Solar,43.980278,-95.767222,0.17607,1.7,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Smith & Wesson at Springfield MA PV,42.13794,-72.5509,0.15904,1.9,MA,ISO New England Inc.
Smithfield,35.48835,-78.319751,0.21163,1.8,NC,Duke Energy Progress East
SMPA Solar 1 Community Solar,38.2725,-108.785556,0.2234,1,CO,Public Service Company of Colorado
SMUD at Fleshman,38.237778,-121.3375,0.21701,2.9,CA,Balancing Authority of Northern California
SMUD at Grundman,38.364722,-121.41278,0.22254,17,CA,Balancing Authority of Northern California
SMUD at Lawrence,38.338868,-121.431342,0.20502,1,CA,Balancing Authority of Northern California
SMUD at Van Conett,38.253056,-121.278888,0.2189,2.9,CA,Balancing Authority of Northern California
Snipesville,31.715814,-82.74946,,61,GA,"Southern Company Services, Inc. - Trans"
Snoopy Solar,34.520281,-82.738819,,2,SC,Duke Energy Carolinas
"Snow Camp Solar, LLC",35.86267,-79.42346,0.2379,5.2,NC,Duke Energy Progress East
Snow Hill Solar 2 LLC,35.444167,-77.649444,0.20542,2,NC,Duke Energy Progress East
"Snow Mountain Solar, LLC",36.342536,-115.358069,,100,NV,Nevada Power Company
Soboba Community Solar Project,33.767061,-116.905874,0.21861,1,CA,California Independent System Operator
Sod Run WTP A,39.436,-76.22,0.19492,2,MD,"PJM Interconnection, LLC"
"SoINCPower5, LLC",36.052801,-77.762458,0.22646,5,NC,"PJM Interconnection, LLC"
"SoINCPower6, LLC",36.443,-76.581,0.24511,5,NC,"PJM Interconnection, LLC"
Sol Orchard El Centro PV,32.803333,-115.546389,0.27545,20,CA,Imperial Irrigation District
Sol Phoenix,38.85,-76.95,,2.5,MD,"PJM Interconnection, LLC"
SolaireHolman Solar Project,30.45512,-103.4747,0.24204,50,TX,"Electric Reliability Council of Texas, Inc."
Solana Generating Station,32.922294,-112.95594,0.31638,280,AZ,Arizona Public Service Company
Solar Blythe 2,33.618678,-114.696182,0.28599,20,CA,California Independent System Operator
Solar Gen 2,33.08,-115.47,0.28341,155.1,CA,California Independent System Operator
Solar Glynn,31.25,-81.433,0.1986,18,GA,"Southern Company Services, Inc. - Trans"
Solar Hagerstown,39.64913,-77.67837,,10,MD,"PJM Interconnection, LLC"
"Solar Park Gainesville, LLC",29.700407,-82.337828,0.1626,1.6,FL,Gainesville Regional Utilities
Solar Photovoltaic Project #01,34.073206,-117.512842,,2,CA,California Independent System Operator
Solar Photovoltaic Project #02,33.985244,-117.700826,0.04167,1,CA,California Independent System Operator
Solar Photovoltaic Project #03,34.094279,-117.400113,0.12432,1,CA,California Independent System Operator
Solar Photovoltaic Project #04,34.071111,-117.520277,,1.5,CA,California Independent System Operator
Solar Photovoltaic Project #05,34.086276,-117.230571,0.10676,2.5,CA,California Independent System Operator
Solar Photovoltaic Project #06,34.041389,-117.573055,0.16941,2,CA,California Independent System Operator
Solar Photovoltaic Project #07,34.086111,-117.2275,0.17594,2.5,CA,California Independent System Operator
Solar Photovoltaic Project #08,34.041944,-117.565,0.11621,2.5,CA,California Independent System Operator
Solar Photovoltaic Project #09,34.042778,-117.571666,0.06294,1.5,CA,California Independent System Operator
Solar Photovoltaic Project #10,34.075,-117.516944,0.04646,2,CA,California Independent System Operator
Solar Photovoltaic Project #11,34.075833,-117.241388,0.20763,3.5,CA,California Independent System Operator
Solar Photovoltaic Project #12,34.042222,-117.561666,,1,CA,California Independent System Operator
Solar Photovoltaic Project #13,34.083499,-117.23557,0.1578,3.5,CA,California Independent System Operator
Solar Photovoltaic Project #14,34.068333,-117.507222,,1.5,CA,California Independent System Operator
Solar Photovoltaic Project #15,34.079167,-117.516666,0.13764,3.5,CA,California Independent System Operator
Solar Photovoltaic Project #16,34.085556,-117.233611,0.02709,1.5,CA,California Independent System Operator
Solar Photovoltaic Project #17,34.072778,-117.503333,0.10959,4,CA,California Independent System Operator
Solar Photovoltaic Project #18,34.083333,-117.516388,0.12974,2,CA,California Independent System Operator
Solar Photovoltaic Project #19,34.086944,-117.516944,,5,CA,California Independent System Operator
Solar Photovoltaic Project #20,34.089167,-117.203333,,3.5,CA,California Independent System Operator
Solar Photovoltaic Project #21,34.075278,-117.553611,,2.5,CA,California Independent System Operator
Solar Photovoltaic Project #22,34.08,-117.2114,0.14538,2,CA,California Independent System Operator
Solar Photovoltaic Project #23,34.080833,-117.520277,0.16381,3,CA,California Independent System Operator
Solar Photovoltaic Project #24,34.038333,-117.373055,,4,CA,California Independent System Operator
Solar Photovoltaic Project #25,34.130556,-117.421944,,4.5,CA,California Independent System Operator
Solar Photovoltaic Project #26,34.131214,-117.425324,0.14304,6,CA,California Independent System Operator
Solar Photovoltaic Project #27,34.131111,-117.421666,0.10795,3,CA,California Independent System Operator
Solar Photovoltaic Project #28,34.094167,-117.274166,0.14318,4,CA,California Independent System Operator
Solar Photovoltaic Project #30,34.064722,-117.425833,,1.5,CA,California Independent System Operator
Solar Photovoltaic Project #31,34.086667,-117.565833,,1,CA,California Independent System Operator
Solar Photovoltaic Project #32,34.031667,-117.571944,0.17085,1.5,CA,California Independent System Operator
Solar Photovoltaic Project #33,34.0325,-117.569166,0.17717,1,CA,California Independent System Operator
Solar Photovoltaic Project #40,34.855556,-116.866944,,10,CA,California Independent System Operator
Solar Photovoltaic Project #41,34.855556,-116.866944,,10,CA,California Independent System Operator
Solar Photovoltaic Project #42,36.028056,-119.074722,0.16941,5,CA,California Independent System Operator
Solar Photovoltaic Project #44,33.839167,-117.220833,0.1372,8,CA,California Independent System Operator
Solar Photovoltaic Project #45,33.8689,-116.5575,,6,CA,California Independent System Operator
Solar Photovoltaic Project #47,32.8333,-118.2306,,1,CA,California Independent System Operator
Solar Photovoltaic Project #48,34.081111,-117.228056,0.17927,5,CA,California Independent System Operator
Solar Star 1,34.8181,-118.4036,0.32536,318,CA,California Independent System Operator
Solar Star 2,34.848611,-118.352778,0.32327,279,CA,California Independent System Operator
Solar Star California II LLC,38.516389,-121.47528,0.10742,2,CA,Balancing Authority of Northern California
"Solar Star California, XLI, LLC",34.839012,-118.386843,0.33159,54,CA,California Independent System Operator
"Solar Star California, XLIV, LLC",34.511889,-117.922819,0.30073,9.5,CA,California Independent System Operator
Solar Star New Jersey NJ LLC,40.401528,-74.669697,0.14924,1.5,NJ,"PJM Interconnection, LLC"
Solar Star North Carolina II LLC,36.425,-77.064,0.16414,6.5,NC,"PJM Interconnection, LLC"
Solar Star Oregon II,44.1843,-120.918,0.25671,56.3,OR,Bonneville Power Administration
"Solar Star Palo Alto I, LLC",37.411011,-122.148864,,1.3,CA,California Independent System Operator
Solean Solar Project,42.086926,-78.448212,0.21336,4,NY,New York Independent System Operator
Solemio LLC,33.100314,-95.622053,,80,TX,"Electric Reliability Council of Texas, Inc."
"Solten Plainville 6000, LLC",42.041166,-71.293279,0.16988,4.9,MA,ISO New England Inc.
Soluga Farms 1,35.243056,-78.386944,0.20148,5,NC,Duke Energy Progress East
Soluga Farms 2 LLC,34.5,-78.689167,0.19664,5,NC,Duke Energy Progress East
Soluga Farms III,35.219272,-78.673331,0.21518,5,NC,Duke Energy Progress East
Soluga Farms IV,35.21871,-78.669479,0.06017,3.4,NC,Southeastern Power Administration
Solverde 1,34.655694,-118.298166,0.30072,85,CA,California Independent System Operator
"Somers Solar Center, LLC",41.955,-72.445833,0.20877,5,CT,ISO New England Inc.
Somerville Solar,35.22492,-89.35083,,2.3,TN,Tennessee Valley Authority
Sonne One,35.437222,-77.833611,0.2016,5,NC,Duke Energy Carolinas
Sonne Two,35.656667,-81.183611,0.22315,5,NC,Duke Energy Carolinas
Sonora 1,37.889753,-120.528723,0.27831,1.5,CA,California Independent System Operator
Sophie Solar,35.305,-81.696944,0.1933,4.5,NC,Duke Energy Carolinas
Soul City Solar,36.25,-78.25,0.1727,3.5,NC,Duke Energy Progress East
South Atlantic Services Solar Farm I,34.290189,-77.975668,0.20398,1.6,NC,Duke Energy Carolinas
South Campus Solar,39.781498,-75.548387,0.02195,3.1,DE,"PJM Interconnection, LLC"
South Louisburg Solar,36.057,-78.308,0.22411,5,NC,Duke Energy Progress East
South Milford Solar Plant,38.311111,-113.053611,0.30322,2.9,UT,PacifiCorp - East
"South Mills Solar, LLC",45.730113,-107.632624,0.2207,3,MT,NorthWestern Energy (NWMT)
South Robeson Farm,34.561146,-79.28097,0.19507,5,NC,Duke Energy Progress East
South Sioux City Solar,42.45847,-96.439688,0.13058,2.3,NE,Southwest Power Pool
South Solar,33.995392,-79.606062,0.00645,2,SC,Duke Energy Progress East
South Valley Solar Energy Center,34.986073,-106.736129,0.28828,10,NM,Public Service Company of New Mexico
"South Winston Farm, LLC",36.0288,-80.302,0.19624,5.2,NC,Duke Energy Carolinas
Southampton Solar PV,42.2,-72.71,,2,MA,ISO New England Inc.
"Southampton Solar, LLC",36.614,-77.166,0.2366,100,VA,"PJM Interconnection, LLC"
Southard Solar,32.967744,-80.649019,,6,SC,South Carolina Electric & Gas Company
Southbridge PV,42.047361,-71.992868,0.13295,3,MA,ISO New England Inc.
Southbridge Solar,42.090932,-72.011672,0.17772,1.9,MA,ISO New England Inc.
Southerland Farm Solar,36.265611,-78.367806,0.1724,5,NC,Duke Energy Progress East
"Southern Current One, LLC",32.947262,-81.215942,0.21087,10.2,SC,South Carolina Electric & Gas Company
Southern Owens Valley Solar Ranch,36.797739,-118.083801,,200,CA,Los Angeles Department of Water and Power
Southern Sky Renew Energy Berkley LLC,41.83777,-71.091296,0.15297,3,MA,ISO New England Inc.
Southfork Solar,27.573193,-82.191421,,74.5,FL,Florida Power & Light Company
Southwick Solar PV,42.05,-72.75,0,5,MA,ISO New England Inc.
Soy Solar,34.58,-79.044444,,5,NC,Duke Energy Progress East
Space Coast Next Gen Solar Energy,28.4586,-80.6811,0.2003,10,FL,Florida Power & Light Company
Spanish Peaks Solar,37.378,-104.475,,100,CO,Public Service Company of Colorado
Spartan,40.047769,-74.616461,0.1894,8.3,NJ,"PJM Interconnection, LLC"
"Spartan PV 1, LLC",42.7151,-84.4824,0.14913,10.5,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Spectrum Solar PV Power Project,36.23,-114.87,0.31687,30,NV,Nevada Power Company
"Speedway Solar NC, LLC",35.218,-80.536,,22.6,NC,Duke Energy Carolinas
"Spencer Farm, LLC",35.712886,-80.407853,0.20386,5,NC,Duke Energy Carolinas
Spica Community Solar,44.936146,-94.854097,0.20103,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Spicewood Solar Farm LLC,35.3025,-79.701667,0.19215,5,NC,Duke Energy Progress East
Spring Grove I,37.173916,-76.919245,,97.9,VA,"PJM Interconnection, LLC"
Spring Hill Road,42.419036,-72.180652,0.16859,1.9,MA,ISO New England Inc.
Spring Mill Solar RES,38.709545,-86.469676,0.17134,1.1,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Spring Street Solar 1 CSG,41.942522,-70.766403,0.17586,2,MA,ISO New England Inc.
"Spring Valley Farm 2, LLC",36.371111,-78.415278,0.20808,5,NC,Duke Energy Progress East
Springbok 3 Solar Farm,35.171153,-118.001652,,90,CA,Los Angeles Department of Water and Power
Springbok Solar Farm 1,35.249167,-117.955278,0.32398,105,CA,Los Angeles Department of Water and Power
Springbok Solar Farm 2,35.250031,-117.976847,0.29974,155,CA,Los Angeles Department of Water and Power
Springer Solar 1,36.398056,-104.594167,0.28973,1,NM,Public Service Company of New Mexico
Springfield Solar 1 LLC,37.246389,-93.166389,0.19579,4.9,MO,Southwest Power Pool
Springfield Solar LLC,39.893889,-83.805556,0.13272,1.5,OH,"PJM Interconnection, LLC"
Springfield Solar Project,40.032087,-74.647387,0.02368,7.5,NJ,"PJM Interconnection, LLC"
Springfield Solar PV,42.134453,-72.549688,,4,MA,ISO New England Inc.
SPS1 Dollarhide,32.12743,-103.137825,0.20103,10,NM,Southwest Power Pool
SPS2 Jal,32.183611,-103.183056,0.22114,10,NM,Southwest Power Pool
SPS3 Lea,32.469722,-103.323333,0.2162,10,NM,Southwest Power Pool
SPS4 Monument,32.681944,-103.303611,0.23037,10.1,NM,Southwest Power Pool
SPS5 Hopi,32.345556,-104.234722,0.22569,10.1,NM,Southwest Power Pool
SPVP #35,35.7436,-119.2236,,7,CA,California Independent System Operator
SPVP #46,35.743889,-119.229444,,3.5,CA,California Independent System Operator
SR Arlington I,31.402919,-84.836814,,20,GA,"Southern Company Services, Inc. - Trans"
SR Arlington II,31.415531,-84.830714,,102.5,GA,"Southern Company Services, Inc. - Trans"
SR Camden,33.631538,-92.703611,0.25612,12,AR,Southwestern Power Administration
SR Hazlehurst,31.810278,-82.575,0.21381,20,GA,"Southern Company Services, Inc. - Trans"
SR Houston,33.926666,-88.997563,0.16667,3.1,MS,Tennessee Valley Authority
SR Innovation - NIKE PV,35.300066,-89.962991,,1.7,TN,Tennessee Valley Authority
SR Jenkins Ft Lupton,40.081444,-104.746661,0.27476,13,CO,Public Service Company of Colorado
SR Jonesborough,36.252039,-82.520924,0.00127,4.4,TN,Tennessee Valley Authority
SR Kersey,40.386197,-104.55095,0.27472,3.5,CO,Western Area Power Administration - Rocky Mountain Region
SR Mavericks,40.23,-105.03,0.21508,7.8,CO,Western Area Power Administration - Rocky Mountain Region
SR Platte Solar Farm,40.181742,-104.692067,0.2765,16,CO,Public Service Company of Colorado
SR Skylark B,40.579472,-104.895675,0.25959,2,CO,Western Area Power Administration - Rocky Mountain Region
SR Terrell,31.871387,-84.361952,,74,GA,"Southern Company Services, Inc. - Trans"
SR85,33.145,-112.66,0.33893,10,AZ,Arizona Public Service Company
St. Albans SPEED Project,44.787778,-73.088611,0.15074,2,VT,ISO New England Inc.
St. Charles Solar,43.976,-92.032,,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
St. Cloud Solar CSG,45.477397,-94.121314,0.11744,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
St. James Solar (LA),29.9734,-90.7335,,20,LA,"Midcontinent Independent Transmission System Operator, Inc.."
St. Lawerence University - Sutton,43.932397,-75.872257,0.05645,2,NY,New York Independent System Operator
St. Matthews Solar,33.6867,-80.7586,0.24797,10.2,SC,South Carolina Electric & Gas Company
St. Paul Intl Airport Red & Blue Parking,44.88,-93.21,0.1103,3.2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"St. Pauls Solar 1, LLC",34.7716,-78.9836,0.2171,4.9,NC,Duke Energy Carolinas
St. Pauls Solar 2,34.7691,-78.981,0.21283,5,NC,Duke Energy Carolinas
Stafford Hill Solar,43.619444,-72.950277,0.07506,4,VT,ISO New England Inc.
Stafford MS Ground Mount Community Solar,41.964,-72.309,0.15166,2,CT,ISO New England Inc.
Stafford St 2 Community Solar,42.224044,-71.87065,0.12112,1.9,MA,ISO New England Inc.
Stafford St Solar 1 CSG,42.224044,-71.87065,0.19378,2,MA,ISO New England Inc.
Stafford St Solar 3 CSG,42.224044,-71.87065,0.11929,1,MA,ISO New England Inc.
Stage Gulch Solar,38.216841,-122.542866,0.21256,1,CA,California Independent System Operator
Stagecoach Solar,36.414722,-78.459722,0.17927,5,NC,Duke Energy Carolinas
Stainback Solar Farm,36.395286,-78.328294,0.21034,5,NC,Duke Energy Carolinas
Stamey Solar,34.381056,-80.134325,,2,SC,Duke Energy Progress East
Stanford Campus Solar,37.43434,-122.16077,0.22828,3.4,CA,California Independent System Operator
"Staples La Mirada, CA",33.881667,-118.0175,0.16314,1.1,CA,California Independent System Operator
Star Solar,36.08,-78.823889,0.2124,5,NC,Duke Energy Carolinas
Starr,35.015398,-78.350802,,5,NC,Duke Energy Progress West
Starratt Solar,30.494361,-81.600556,,5,FL,JEA
State Route 64N Community Solar Farm,42.915,-77.454,,1.2,NY,New York Independent System Operator
State Street Solar LLC,42.200833,-72.322222,0.12557,1.4,MA,ISO New England Inc.
Stateline Solar,35.6,-115.4,0.25443,299.5,CA,California Independent System Operator
Statesville Solar,35.739704,-80.712405,0.20299,5,NC,Duke Energy Carolinas
Staunton,39.45746,-87.20824,0,4,IN,"Midcontinent Independent Transmission System Operator, Inc.."
"Steel Bridge Solar, LLC",45.068,-123.47,0.15748,2.3,OR,Portland General Electric Company
Steel Sun,42.812811,-78.845313,0.25337,2,NY,New York Independent System Operator
Steel Sun 2: 2303-III-2 Hamburg Tpke,42.809003,-78.85337,,2,NY,New York Independent System Operator
Steel Sun 2: 2303-III-4 Hamburg Tpke,42.811146,-78.854217,,2,NY,New York Independent System Operator
Steel Sun 2: 2303-III-9 Hamburg Tpke,42.81849,-78.855377,,2,NY,New York Independent System Operator
Stenner Creek Solar,35.32,-120.691,0.17199,4.5,CA,California Independent System Operator
Sterling PV 3,40.6316,-103.194694,0.31714,1.6,CO,Public Service Company of Colorado
Sterling Solar (TX),33.166173,-96.172617,0.01115,10,TX,"Electric Reliability Council of Texas, Inc."
Sterlington Greenworks LLC,41.0675,-72.440278,0.19916,1.3,NY,New York Independent System Operator
Stetson Road Solar - Barre I,42.4029,-72.1027,0.16438,2,MA,ISO New England Inc.
Stikeleather Farm,35.902222,-81.106111,0.20564,5,NC,Duke Energy Carolinas
Stillwater Facility,39.547537,-118.555613,0.20166,90.2,NV,Nevada Power Company
Stockton Athletic Center,39.488443,-74.535263,0.10331,1.4,NJ,"PJM Interconnection, LLC"
Stone Hill Solar CSG,42.059104,-71.089157,0.17237,2,MA,ISO New England Inc.
Stone Solar,34.583119,-79.031836,0.21868,5,NC,Duke Energy Progress East
"Stony Knoll Solar, LLC",36.288,-80.656,,22.6,NC,Duke Energy Carolinas
Storrie Lake Solar Project,35.656944,-105.183889,0.20422,1.9,NM,Public Service Company of New Mexico
Stout Farm,36.079167,-79.199722,0.19466,5,NC,Duke Energy Carolinas
Stow PV,42.436944,-71.506111,0.13836,2,MA,ISO New England Inc.
Strata Roof 1,38.643527,-121.505506,0.16838,1,CA,Balancing Authority of Northern California
"Stratford Solar Center, LLC",36.660483,-76.56093,,15,VA,"PJM Interconnection, LLC"
Strawberry Point DPC Solar,42.6786,-91.5452,0.17817,1.3,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Stroud Solar Station,36.531389,-120.106944,0.21312,20,CA,California Independent System Operator
Stuttgart Solar,34.439722,-91.44,0.22963,81,AR,"Midcontinent Independent Transmission System Operator, Inc.."
Sudbury Landfill,42.363889,-71.385,0.15218,1.3,MA,ISO New England Inc.
Sudbury Solar,43.833,-73.192,0.17306,2,VT,ISO New England Inc.
Sue Cleveland High School,35.313333,-106.657778,0.2597,1,NM,Public Service Company of New Mexico
Sugar Run Solar,36.437752,-76.597825,0.22244,5,NC,"PJM Interconnection, LLC"
Sugarhill Road - Solitude Solar CSG,42.822572,-73.84853,,5,NY,New York Independent System Operator
Sullivan County - Adult Care Solar,41.7966,-74.708077,0.05987,2,NY,New York Independent System Operator
Sullivan Solar,41.655,-70.956389,0.17732,1.5,MA,ISO New England Inc.
"Sullivan Solar, LLC",39.13199,-87.41383,0.14845,5.2,IN,"PJM Interconnection, LLC"
Sulphur Springs,32.0628,-109.919283,0.3107,20,AZ,Western Area Power Administration - Desert Southwest Region
Summer North Solar,34.723056,-118.289722,0.2853,6.5,CA,California Independent System Operator
Summer Solar A2,34.723056,-118.289722,0.29231,1.5,CA,California Independent System Operator
Summer Solar B2,34.723056,-118.289722,0.29163,1.5,CA,California Independent System Operator
Summer Solar C2,34.723056,-118.289722,0.29399,1.5,CA,California Independent System Operator
Summer Solar D2,34.723056,-118.289722,0.26256,1,CA,California Independent System Operator
Summer Solar LLC,34.714703,-118.311006,0.3258,20,CA,California Independent System Operator
Summit Associates,40.5003,-74.3536,0.13128,1.9,NJ,"PJM Interconnection, LLC"
Summit Farms Solar,36.4765,-76.136,0.21833,60,NC,"PJM Interconnection, LLC"
"Summit Water Nexus Mt. Holly, LLC Solar",39.987281,-74.801807,0.15342,1,NJ,"PJM Interconnection, LLC"
Sumrall I Solar Farm,31.403531,-89.49764,0.255,52,MS,"Southern Company Services, Inc. - Trans"
Sumrall II Solar Farm,31.397089,-89.485884,0.23874,52,MS,"Midcontinent Independent Transmission System Operator, Inc.."
Sun City Project LLC,35.983056,-120.110277,0.21196,20,CA,California Independent System Operator
Sun Devil Solar,36.432,-77.9703,0.19228,5,NC,Duke Energy Progress East
"Sun Farm V, LLC",36.160629,-76.489357,0.00326,5,NC,"PJM Interconnection, LLC"
"Sun Farm VI, LLC",36.114444,-76.507778,0.01167,5,NC,"PJM Interconnection, LLC"
Sun Harvest Solar NDP1,37.05758,-120.653625,0.23364,1.5,CA,California Independent System Operator
"Sun Streams, LLC",33.34884,-112.8348,,150,AZ,California Independent System Operator
SunAnza,33.555267,-116.639647,0.28653,2,CA,California Independent System Operator
Sunderland Solar PV,42.429126,-72.539889,0.01692,1.1,MA,ISO New England Inc.
SunE Alamosa,37.690304,-105.880501,0.22189,8.2,CO,Public Service Company of Colorado
SunE CPS1 LLC,29.245,-98.418333,0.18555,10,TX,"Electric Reliability Council of Texas, Inc."
SunE CPS2 LLC,29.245,-98.418333,0.19103,10,TX,"Electric Reliability Council of Texas, Inc."
SunE CPS3 LLC,29.221944,-98.669167,0.17687,10.6,TX,"Electric Reliability Council of Texas, Inc."
SunE- E Philadelphia Ontario,34.03527,-117.5341,0.21575,1,CA,California Independent System Operator
SunE EPE1 LLC,32.034383,-106.340986,0.2653,10,NM,El Paso Electric Company
SunE EPE2 LLC,32.251667,-106.913333,0.25408,12,NM,El Paso Electric Company
"SunE Feely 1 CSG, LLC",44.655217,-93.110402,0.04829,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
